job_name,submit_time,duration,region,k,L_max,submit_local_hour,band,alpha,assigned_region
j_000367,76707.8,478.3,US_Central,3,280.9,15.31,day,0.6,US_West
j_002112,76786.7,7097.6,India,1,61917.0,2.83,night,0.6,Germany
j_002109,77149.1,10118.0,India,1,53029.3,2.93,night,0.6,Germany
j_001076,77374.0,6.8,France,5,1.2,22.49,night,0.6,France
j_000356,77495.0,15.8,US_Central,4,42.0,15.53,day,0.6,US_West
j_001057,77748.5,12.1,France,5,1.4,22.6,night,0.6,France
j_001410,78722.4,5782.8,Germany,1,46800.3,22.87,night,0.6,Germany
j_000010,78722.5,7.3,US_West,5,3.1,13.87,day,0.6,US_West
j_000025,79454.2,83.6,US_West,4,33.9,14.07,day,0.6,US_West
j_000005,79546.8,6.4,US_West,5,3.0,14.1,day,0.6,US_West
j_000749,79779.5,216.1,US_East,3,240.1,17.16,day,0.6,France
j_000724,79877.8,59.1,US_East,4,24.3,17.19,day,0.6,France
j_002475,79889.5,806.2,Japan,1,57076.9,7.19,night,0.6,Japan
j_000036,80014.7,17493.0,US_West,1,73770.5,14.23,day,0.6,US_West
j_000028,80075.6,15.0,US_West,4,28.9,14.24,day,0.6,US_West
j_000022,80291.8,35.4,US_West,4,19.2,14.3,day,0.6,US_West
j_002492,80565.5,7.8,Japan,5,4.6,7.38,night,0.6,Japan
j_000730,81437.8,15767.3,US_East,1,60053.1,17.62,day,0.6,France
j_001775,81542.0,7895.4,Korea,1,60483.1,7.65,night,0.6,Korea
j_001401,81558.6,49.2,Germany,4,37.7,23.66,night,0.6,France
j_001064,81731.7,12440.1,France,1,59776.4,23.7,night,0.6,France
j_000709,81736.6,6.3,US_East,5,1.7,17.7,day,0.6,US_East
j_001095,82482.8,172.5,France,3,583.1,23.91,night,0.6,France
j_000018,82786.2,4.7,US_West,5,1.6,15.0,day,0.6,France
j_000717,82907.2,49.6,US_East,4,20.1,18.03,day,0.6,France
j_001071,82927.1,2534.4,France,1,43375.5,0.04,night,0.6,France
j_000015,83057.2,3.9,US_West,5,3.5,15.07,day,0.6,US_West
j_000379,83758.7,3.8,US_Central,5,1.0,17.27,day,0.6,US_West
j_001441,84002.7,8.3,Germany,5,1.9,0.33,night,0.6,France
j_000013,84168.2,136.2,US_West,3,242.3,15.38,day,0.6,US_West
j_001407,85172.3,1797.9,Germany,1,58984.1,0.66,night,0.6,France
j_002141,85531.4,12519.4,India,1,50759.0,5.26,night,0.6,France
j_001807,86428.1,4.8,Korea,5,4.9,9.01,day,0.6,Korea
j_000429,86607.5,3935.5,US_Central,1,62224.9,18.06,day,0.6,US_West
j_000447,86794.1,669.0,US_Central,2,7573.0,18.11,day,0.6,US_West
j_001458,86871.6,14516.6,Germany,1,49548.3,1.13,night,0.6,France
j_002199,86958.3,9.8,India,5,2.5,5.66,night,0.6,France
j_001473,86976.8,2499.0,Germany,1,54387.5,1.16,night,0.6,Germany
j_001492,87050.5,328.2,Germany,2,22167.4,1.18,night,0.6,Germany
j_001466,87264.8,2773.9,Germany,1,64239.6,1.24,night,0.6,Germany
j_001110,87619.7,8.1,France,5,1.8,1.34,night,0.6,France
j_001105,87759.8,1102.6,France,2,19941.4,1.38,night,0.6,France
j_001478,88306.6,5990.8,Germany,2,11725.6,1.53,night,0.6,Germany
j_001814,89806.3,552.2,Korea,1,54220.7,9.95,day,0.6,Korea
j_000090,89863.1,136.8,US_West,3,304.2,16.96,day,0.6,US_West
j_000075,89952.8,54.7,US_West,4,56.1,16.99,day,0.6,US_West
j_002196,90057.0,3.1,India,5,1.5,6.52,night,0.6,France
j_000440,90118.0,7.0,US_Central,5,1.6,19.03,day,0.6,US_West
j_001491,90191.7,6373.4,Germany,1,86261.8,2.05,night,0.6,Germany
j_001452,90430.2,4121.8,Germany,1,50464.4,2.12,night,0.6,Germany
j_001128,91095.1,6638.7,France,1,69215.4,2.3,night,0.6,France
j_001461,91102.6,4100.0,Germany,1,45965.5,2.31,night,0.6,Germany
j_000058,91273.4,5661.1,US_West,1,74128.5,17.35,day,0.6,US_West
j_002509,91374.2,3.1,Japan,5,1.1,10.38,day,0.6,Korea
j_001821,91843.1,3404.5,Korea,1,80614.7,10.51,day,0.6,Korea
j_000448,92007.3,224.7,US_Central,3,236.0,19.56,day,0.6,US_West
j_001482,92167.6,2128.8,Germany,1,56356.5,2.6,night,0.6,Germany
j_001112,92343.2,4399.5,France,1,47275.0,2.65,night,0.6,France
j_002546,92915.7,7.2,Japan,5,2.1,10.81,day,0.6,Korea
j_000777,93069.8,2020.0,US_East,1,83278.7,20.85,night,0.6,France
j_001820,93240.6,737.6,Korea,2,19131.1,10.9,day,0.6,Korea
j_000758,93518.3,11.7,US_East,4,15.6,20.98,night,0.6,US_West
j_001116,93644.9,2185.4,France,1,57821.2,3.01,night,0.6,US_West
j_001810,93723.5,29.9,Korea,3,155.9,11.03,day,0.6,Korea
j_002166,94042.1,2.2,India,5,1.2,7.62,night,0.6,Korea
j_001149,94134.7,21600.0,France,1,78605.6,3.15,night,0.6,US_West
j_001468,94237.1,3.5,Germany,5,3.7,3.18,night,0.6,Germany
j_002518,94440.7,3608.7,Japan,1,47870.2,11.23,day,0.6,Japan
j_002547,94713.7,3656.5,Japan,1,54042.0,11.31,day,0.6,Japan
j_002529,94722.3,3.2,Japan,5,3.6,11.31,day,0.6,Japan
j_001134,94818.3,15213.1,France,1,44339.3,3.34,night,0.6,US_West
j_001831,94870.0,2.2,Korea,5,2.8,11.35,day,0.6,Korea
j_002522,95455.6,11212.0,Japan,1,68402.3,11.52,day,0.6,Japan
j_001828,95480.3,3.3,Korea,5,1.1,11.52,day,0.6,Korea
j_002513,95766.1,475.1,Japan,3,147.5,11.6,day,0.6,Japan
j_000794,95844.2,18.0,US_East,4,29.2,21.62,night,0.6,US_East
j_001463,95994.8,7888.9,Germany,1,67425.3,3.67,night,0.6,Germany
j_001480,96007.4,1014.9,Germany,1,45889.4,3.67,night,0.6,US_East
j_001114,96099.2,1813.8,France,1,61770.7,3.69,night,0.6,US_East
j_000780,96263.2,3.7,US_East,5,1.4,21.74,night,0.6,US_East
j_001106,96371.6,10353.6,France,1,48932.8,3.77,night,0.6,US_West
j_001815,96795.0,47.5,Korea,4,59.8,11.89,day,0.6,Korea
j_001127,96834.7,7591.4,France,1,56247.3,3.9,night,0.6,France
j_002511,96881.8,3.1,Japan,5,3.6,11.91,day,0.6,Japan
j_001139,96894.3,145.7,France,3,233.6,3.92,night,0.6,US_West
j_002544,96973.6,7.1,Japan,5,1.3,11.94,day,0.6,Japan
j_001131,97156.1,394.5,France,2,7750.7,3.99,night,0.6,US_West
j_001806,97177.9,24.4,Korea,4,27.1,11.99,day,0.6,Korea
j_001833,97354.9,7884.0,Korea,1,46156.6,12.04,day,0.6,Korea
j_001126,97811.5,5.9,France,5,1.3,4.17,night,0.6,France
j_000092,98031.4,31.5,US_West,4,22.1,19.23,day,0.6,US_West
j_000055,98206.2,12.9,US_West,5,2.0,19.28,day,0.6,US_West
j_002516,98380.6,8.7,Japan,5,3.3,12.33,day,0.6,Japan
j_001124,98457.9,4561.9,France,1,75239.0,4.35,night,0.6,France
j_002514,98886.9,2.8,Japan,5,1.5,12.47,day,0.6,Japan
j_000770,99447.6,753.6,US_East,2,11631.8,22.62,night,0.6,US_East
j_001816,99661.6,3069.5,Korea,1,74834.3,12.68,day,0.6,Korea
j_002512,99795.7,3.4,Japan,5,3.7,12.72,day,0.6,Japan
j_001801,100020.0,65.8,Korea,4,28.8,12.78,day,0.6,Korea
j_001125,100094.6,7692.3,France,1,53138.4,4.8,night,0.6,France
j_002520,100157.0,3.4,Japan,5,2.9,12.82,day,0.6,Japan
j_001832,100286.8,12.0,Korea,5,1.3,12.86,day,0.6,Korea
j_000798,100425.0,1321.9,US_East,1,74651.6,22.9,night,0.6,US_East
j_002527,100452.3,6.4,Japan,5,1.6,12.9,day,0.6,Japan
j_001132,100568.7,9.0,France,5,2.1,4.94,night,0.6,Germany
j_000759,101487.7,796.1,US_East,2,15731.8,23.19,night,0.6,US_East
j_002533,101612.2,5.8,Japan,5,3.0,13.23,day,0.6,Japan
j_001498,101651.4,5969.4,Germany,1,57691.8,5.24,night,0.6,France
j_001842,101674.6,5.8,Korea,5,3.4,13.24,day,0.6,Korea
j_002503,101808.4,3.4,Japan,5,1.5,13.28,day,0.6,Japan
j_002542,101873.5,18.3,Japan,4,22.4,13.3,day,0.6,Japan
j_001813,101888.4,2.5,Korea,5,4.9,13.3,day,0.6,Korea
j_001147,102361.6,9256.7,France,1,56100.9,5.43,night,0.6,France
j_002521,102376.8,14.0,Japan,5,4.5,13.44,day,0.6,Japan
j_000796,102648.1,5849.5,US_East,2,23381.8,23.51,night,0.6,US_East
j_001809,102896.7,1.4,Korea,5,1.3,13.58,day,0.6,Korea
j_000404,103201.9,15741.6,US_Central,1,54073.9,22.67,night,0.6,US_West
j_002193,103483.1,24.9,India,4,18.3,10.25,day,0.6,France
j_002534,103574.1,2.4,Japan,5,1.0,13.77,day,0.6,Japan
j_000782,103760.7,602.8,US_East,2,9962.1,23.82,night,0.6,US_East
j_001476,104245.6,18828.1,Germany,1,63037.5,5.96,night,0.6,France
j_000439,104374.3,375.8,US_Central,2,24260.4,22.99,night,0.6,US_West
j_000410,104468.1,2346.5,US_Central,2,11781.3,23.02,night,0.6,US_East
j_001121,104657.9,46.3,France,4,35.2,6.07,night,0.6,France
j_000407,104781.7,170.2,US_Central,3,478.6,23.11,night,0.6,France
j_000416,105029.6,4.1,US_Central,5,1.2,23.17,night,0.6,France
j_000057,105081.7,8.7,US_West,5,4.3,21.19,night,0.6,US_West
j_001822,105328.7,17.9,Korea,4,48.7,14.26,day,0.6,Korea
j_000066,105422.0,5084.2,US_West,1,83972.2,21.28,night,0.6,US_West
j_000786,105427.4,11.3,US_East,5,1.5,0.29,night,0.6,US_East
j_002158,106112.6,6.9,India,5,1.2,10.98,day,0.6,Germany
j_000755,106235.4,1505.1,US_East,2,19871.6,0.51,night,0.6,US_East
j_000086,106410.2,2428.0,US_West,1,52118.3,21.56,night,0.6,US_West
j_000762,106449.7,21600.0,US_East,1,81434.0,0.57,night,0.6,US_East
j_001848,106683.1,4457.0,Korea,2,20122.1,14.63,day,0.6,Korea
j_000751,106781.0,3480.5,US_East,1,71303.1,0.66,night,0.6,US_East
j_000756,106803.5,10695.7,US_East,1,52369.6,0.67,night,0.6,US_East
j_001486,106993.8,18.0,Germany,4,22.5,6.72,night,0.6,Germany
j_000797,107069.0,3.1,US_East,5,4.7,0.74,night,0.6,US_East
j_001838,107227.7,8.9,Korea,5,2.8,14.79,day,0.6,Korea
j_001499,107361.9,6.9,Germany,5,3.9,6.82,night,0.6,Germany
j_002177,107399.9,3.7,India,5,1.9,11.33,day,0.6,Germany
j_001839,107679.1,79.5,Korea,3,124.5,14.91,day,0.6,Korea
j_002184,107913.9,8.0,India,5,1.1,11.48,day,0.6,Germany
j_000764,108153.7,2752.5,US_East,1,61769.3,1.04,night,0.6,France
j_000446,108188.0,1418.2,US_Central,1,66806.1,0.05,night,0.6,US_West
j_002151,108328.7,12.3,India,4,53.6,11.59,day,0.6,France
j_002523,108543.6,1.9,Japan,5,4.6,15.15,day,0.6,Japan
j_001467,109560.3,5.1,Germany,5,1.4,7.43,night,0.6,France
j_002530,109662.2,9.8,Japan,5,1.3,15.46,day,0.6,US_West
j_000763,109750.7,1212.6,US_East,1,77835.2,1.49,night,0.6,US_East
j_002505,110029.8,2.4,Japan,5,1.2,15.56,day,0.6,Japan
j_002519,110510.2,31.2,Japan,4,50.4,15.7,day,0.6,US_West
j_002178,110605.7,135.0,India,3,209.1,12.22,day,0.6,France
j_001835,110880.0,89.5,Korea,3,315.8,15.8,day,0.6,Korea
j_001494,110931.5,150.0,Germany,3,302.2,7.81,night,0.6,France
j_002539,111457.6,4.5,Japan,5,2.6,15.96,day,0.6,Japan
j_001123,111459.9,2.7,France,5,1.2,7.96,night,0.6,France
j_002198,111616.7,36.1,India,3,426.5,12.5,day,0.6,France
j_001142,111825.3,6.3,France,5,3.6,8.06,day,0.6,France
j_000426,112001.9,7.0,US_Central,5,2.2,1.11,night,0.6,US_West
j_002162,112079.9,2.5,India,5,1.4,12.63,day,0.6,France
j_000768,112088.4,387.6,US_East,3,483.2,2.14,night,0.6,US_East
j_000423,112179.5,1135.3,US_Central,2,16596.6,1.16,night,0.6,US_West
j_001827,112245.9,20.0,Korea,4,26.3,16.18,day,0.6,Korea
j_000775,112588.5,333.8,US_East,2,8169.6,2.27,night,0.6,US_East
j_002187,112602.2,25.0,India,4,17.4,12.78,day,0.6,France
j_002160,112683.8,2342.3,India,1,52424.2,12.8,day,0.6,France
j_000434,112722.7,118.6,US_Central,3,141.9,1.31,night,0.6,US_East
j_000772,112957.7,2.2,US_East,5,2.3,2.38,night,0.6,US_East
j_001846,113033.8,57.2,Korea,4,29.1,16.4,day,0.6,Korea
j_000411,113753.2,11.4,US_Central,4,48.9,1.6,night,0.6,US_East
j_001465,113821.5,41.4,Germany,4,41.3,8.62,day,0.6,Germany
j_000791,113853.4,15897.4,US_East,1,80904.4,2.63,night,0.6,US_East
j_000085,114089.9,18258.4,US_West,1,66855.4,23.69,night,0.6,US_West
j_000405,114114.7,29.8,US_Central,4,55.6,1.7,night,0.6,US_West
j_000051,114206.5,4.3,US_West,5,4.4,23.72,night,0.6,US_West
j_001141,114302.2,5539.1,France,1,61679.5,8.75,day,0.6,France
j_002169,114647.9,240.3,India,3,240.0,13.35,day,0.6,Germany
j_000081,114789.5,4594.0,US_West,1,74014.1,23.89,night,0.6,US_West
j_001490,115102.6,5.0,Germany,5,1.3,8.97,day,0.6,Germany
j_000776,115864.0,1809.8,US_East,1,83131.8,3.18,night,0.6,US_East
j_002154,115894.6,1187.6,India,2,26400.2,13.69,day,0.6,France
j_002500,116175.0,965.7,Japan,2,15138.2,17.27,day,0.6,US_West
j_000421,116221.6,10942.1,US_Central,1,53498.2,2.28,night,0.6,US_East
j_001819,116222.2,10.1,Korea,5,1.8,17.28,day,0.6,Korea
j_002502,116445.1,4.9,Japan,5,2.9,17.35,day,0.6,US_West
j_000432,116575.5,5100.0,US_Central,1,68398.1,2.38,night,0.6,US_West
j_000765,116787.5,92.5,US_East,3,228.5,3.44,night,0.6,US_East
j_000424,117483.0,7673.8,US_Central,1,44490.3,2.63,night,0.6,US_West
j_001459,117486.8,6.6,Germany,5,4.9,9.64,day,0.6,France
j_001107,117820.9,17.8,France,4,21.6,9.73,day,0.6,France
j_002161,117894.0,15.3,India,4,24.0,14.25,day,0.6,France
j_001462,118354.6,31.6,Germany,4,46.7,9.88,day,0.6,France
j_001479,118443.8,12.7,Germany,4,44.3,9.9,day,0.6,France
j_002173,118805.9,565.6,India,3,566.8,14.5,day,0.6,France
j_000430,118835.8,4.7,US_Central,5,4.5,3.01,night,0.6,US_East
j_001144,119116.3,18548.0,France,1,48213.8,10.09,day,0.6,France
j_002189,119176.2,5249.7,India,2,8013.2,14.6,day,0.6,France
j_001453,119312.6,2.1,Germany,5,4.0,10.14,day,0.6,Germany
j_002157,119378.5,2160.4,India,1,85663.0,14.66,day,0.6,France
j_002537,119479.0,10781.9,Japan,1,50898.2,18.19,day,0.6,US_West
j_002188,120433.7,13.5,India,4,27.7,14.95,day,0.6,Germany
j_000098,120559.6,2677.4,US_West,1,53720.8,1.49,night,0.6,US_West
j_000089,120609.8,6.5,US_West,5,2.8,1.5,night,0.6,US_West
j_001111,120894.5,8.3,France,5,1.2,10.58,day,0.6,France
j_000402,120917.7,3.6,US_Central,5,4.8,3.59,night,0.6,US_East
j_001829,121040.6,3.9,Korea,5,2.9,18.62,day,0.6,Korea
j_001455,121099.1,32.5,Germany,4,56.7,10.64,day,0.6,Germany
j_000438,121712.5,3858.7,US_Central,1,54643.4,3.81,night,0.6,US_East
j_000443,121731.7,14284.4,US_Central,1,62031.9,3.81,night,0.6,US_East
j_001129,122222.8,11.9,France,5,4.7,10.95,day,0.6,France
j_002191,122459.0,1.6,India,5,3.5,15.52,day,0.6,France
j_001117,122765.3,4.5,France,5,4.2,11.1,day,0.6,France
j_000064,123118.7,2882.7,US_West,1,71896.6,2.2,night,0.6,US_West
j_001118,123344.7,61.5,France,3,400.9,11.26,day,0.6,France
j_002517,123840.0,105.1,Japan,3,376.4,19.4,day,0.6,US_West
j_001451,123936.7,17.0,Germany,4,17.7,11.43,day,0.6,France
j_001460,124185.7,2.8,Germany,5,2.8,11.5,day,0.6,France
j_001818,124316.1,2569.5,Korea,2,14273.5,19.53,day,0.6,Korea
j_001474,124381.1,177.7,Germany,3,390.0,11.55,day,0.6,Germany
j_001493,124528.8,792.4,Germany,2,12613.5,11.59,day,0.6,Germany
j_000074,124689.3,16.9,US_West,4,44.2,2.64,night,0.6,US_West
j_001826,125650.1,2386.8,Korea,1,48853.5,19.9,day,0.6,Korea
j_001475,126604.0,1.1,Germany,5,4.7,12.17,day,0.6,Germany
j_001487,126829.5,4.8,Germany,5,1.1,12.23,day,0.6,Germany
j_001470,126953.3,5.1,Germany,5,4.4,12.26,day,0.6,France
j_000771,127055.9,6958.9,US_East,1,76724.1,6.29,night,0.6,US_East
j_001469,127513.3,39.4,Germany,4,29.2,12.42,day,0.6,France
j_000076,128321.6,1.5,US_West,5,2.6,3.64,night,0.6,US_West
j_001130,128490.7,5.1,France,5,1.1,12.69,day,0.6,France
j_002170,128562.1,12359.1,India,1,70960.2,17.21,day,0.6,France
j_001489,128620.9,2.4,Germany,5,4.3,12.73,day,0.6,France
j_000099,129014.8,9829.9,US_West,1,77437.1,3.84,night,0.6,US_West
j_000096,129087.0,1326.4,US_West,2,15415.2,3.86,night,0.6,US_West
j_001113,129130.7,5.5,France,5,2.9,12.87,day,0.6,France
j_000082,129150.8,4.3,US_West,5,1.0,3.88,night,0.6,US_West
j_001484,129158.1,5.2,Germany,5,2.9,12.88,day,0.6,Germany
j_000435,129252.5,9549.4,US_Central,1,81873.1,5.9,night,0.6,US_East
j_000067,129285.4,2878.8,US_West,1,83227.4,3.91,night,0.6,US_West
j_000080,129557.6,5.4,US_West,5,1.2,3.99,night,0.6,France
j_001103,129778.3,11.7,France,5,2.0,13.05,day,0.6,France
j_001800,129878.9,18221.7,Korea,1,46714.5,21.08,night,0.6,Korea
j_002545,130232.1,5.3,Japan,5,1.1,21.18,night,0.6,US_West
j_002155,130776.4,10307.1,India,1,49979.3,17.83,day,0.6,France
j_001817,131009.6,255.7,Korea,3,214.4,21.39,night,0.6,Korea
j_000088,131453.8,8.7,US_West,5,1.2,4.51,night,0.6,US_West
j_000422,131869.7,6803.2,US_Central,1,46085.2,6.63,night,0.6,France
j_000433,132252.3,7.2,US_Central,5,1.7,6.74,night,0.6,France
j_001146,132286.2,3.9,France,5,1.2,13.75,day,0.6,France
j_001803,133014.1,11737.1,Korea,1,56895.0,21.95,night,0.6,Korea
j_001472,133098.5,1.7,Germany,5,5.0,13.97,day,0.6,France
j_001845,133546.1,13.5,Korea,5,1.3,22.1,night,0.6,Korea
j_001457,133714.1,10.1,Germany,5,1.4,14.14,day,0.6,Germany
j_000785,133723.1,21.7,US_East,5,1.7,8.15,day,0.6,US_East
j_000072,133741.4,36.2,US_West,4,24.9,5.15,night,0.6,US_West
j_000752,134055.1,98.2,US_East,3,327.8,8.24,day,0.6,US_East
j_000445,134405.9,2476.0,US_Central,1,47161.0,7.33,night,0.6,US_West
j_001119,134432.1,2.3,France,5,1.1,14.34,day,0.6,France
j_000091,134437.6,2541.7,US_West,2,14567.7,5.34,night,0.6,US_West
j_002192,134552.0,1871.8,India,1,48620.8,18.88,day,0.6,Germany
j_002153,134851.7,181.0,India,3,526.5,18.96,day,0.6,Germany
j_002181,134967.2,5.0,India,5,2.9,18.99,day,0.6,Germany
j_001101,135276.2,3813.6,France,1,44958.3,14.58,day,0.6,France
j_001483,135394.0,1083.8,Germany,2,15052.1,14.61,day,0.6,Germany
j_001140,135980.1,1522.3,France,2,19722.9,14.77,day,0.6,France
j_001464,136252.3,110.5,Germany,4,23.2,14.85,day,0.6,Germany
j_001481,136303.7,78.3,Germany,4,30.3,14.86,day,0.6,Germany
j_000419,136403.0,8.0,US_Central,5,2.3,7.89,night,0.6,US_West
j_001102,136462.4,365.9,France,3,376.8,14.91,day,0.6,France
j_002501,136477.2,5108.3,Japan,1,76718.5,22.91,night,0.6,US_West
j_000077,136543.1,425.6,US_West,2,10843.2,5.93,night,0.6,US_West
j_001485,136596.9,7.6,Germany,5,1.6,14.94,day,0.6,Germany
j_001840,136699.7,1019.8,Korea,1,69504.0,22.97,night,0.6,Korea
j_002510,137048.9,1947.6,Japan,1,81258.1,23.07,night,0.6,Korea
j_002195,137355.9,5.0,India,5,1.4,19.65,day,0.6,France
j_000779,137389.9,6.4,US_East,5,2.0,9.16,day,0.6,US_East
j_000401,137762.0,12872.0,US_Central,1,73354.0,8.27,day,0.6,US_West
j_000761,138070.9,4.1,US_East,5,1.0,9.35,day,0.6,US_East
j_001450,138595.9,8.3,Germany,5,1.8,15.5,day,0.6,Germany
j_000079,138781.4,3.8,US_West,5,3.8,6.55,night,0.6,US_West
j_000444,139336.6,3653.3,US_Central,1,70096.9,8.7,day,0.6,US_West
j_001456,139516.9,137.3,Germany,3,393.1,15.75,day,0.6,Germany
j_000790,139792.3,7.9,US_East,5,3.6,9.83,day,0.6,US_East
j_002167,139991.9,5101.9,India,1,63934.6,20.39,night,0.6,Germany
j_002506,140277.4,6714.4,Japan,1,82592.8,23.97,night,0.6,Korea
j_001148,140538.4,40.6,France,4,51.5,16.04,day,0.6,France
j_002549,140733.4,4029.3,Japan,1,61771.3,0.09,night,0.6,US_West
j_002508,140847.4,17.7,Japan,4,51.0,0.12,night,0.6,US_West
j_001844,140856.7,17110.5,Korea,1,64293.9,0.13,night,0.6,Korea
j_000084,140880.8,5.6,US_West,5,3.1,7.13,night,0.6,US_West
j_001804,141061.0,4581.3,Korea,2,9128.4,0.18,night,0.6,Korea
j_000437,141660.7,37.9,US_Central,4,21.3,9.35,day,0.6,France
j_002175,141662.1,5762.0,India,1,47385.6,20.85,night,0.6,France
j_001830,141915.1,1.9,Korea,5,2.5,0.42,night,0.6,Korea
j_001477,141984.8,5.2,Germany,5,4.1,16.44,day,0.6,France
j_000774,142442.4,45.4,US_East,4,19.5,10.57,day,0.6,US_East
j_001811,142757.8,19484.4,Korea,1,66662.0,0.65,night,0.6,Korea
j_000781,143039.0,5.2,US_East,5,2.2,10.73,day,0.6,US_East
j_002548,143115.4,4262.1,Japan,1,65834.1,0.75,night,0.6,US_West
j_002504,143204.5,469.0,Japan,3,192.9,0.78,night,0.6,US_West
j_000750,143253.9,49.0,US_East,4,48.1,10.79,day,0.6,France
j_001802,143625.1,3709.5,Korea,1,54128.9,0.9,night,0.6,Korea
j_001496,143664.5,8412.6,Germany,1,57609.0,16.91,day,0.6,France
j_000799,143981.9,6.0,US_East,5,1.9,10.99,day,0.6,US_East
j_002186,144194.0,2372.8,India,2,21819.9,21.55,night,0.6,France
j_002524,144660.4,4865.4,Japan,1,45191.0,1.18,night,0.6,Japan
j_002535,144663.2,8865.4,Japan,1,48938.4,1.18,night,0.6,Japan
j_000418,144916.7,39.9,US_Central,4,15.5,10.25,day,0.6,France
j_001495,145235.9,4721.3,Germany,1,54026.6,17.34,day,0.6,Germany
j_000061,145434.3,54.9,US_West,4,23.6,8.4,day,0.6,US_West
j_001100,145549.5,38.9,France,4,16.5,17.43,day,0.6,France
j_001133,146009.4,4.3,France,4,45.6,17.56,day,0.6,France
j_001823,146292.7,6.6,Korea,5,4.3,1.64,night,0.6,Korea
j_001824,146310.1,9598.9,Korea,1,66455.1,1.64,night,0.6,US_West
j_001834,146330.2,8816.4,Korea,1,59828.7,1.65,night,0.6,US_West
j_000400,146514.1,3.1,US_Central,5,1.2,10.7,day,0.6,US_East
j_000767,146622.4,100.2,US_East,3,495.6,11.73,day,0.6,US_East
j_001137,146668.6,10867.9,France,1,76265.0,17.74,day,0.6,France
j_000436,146825.5,3.5,US_Central,5,1.8,10.78,day,0.6,France
j_001836,146842.5,859.3,Korea,2,17893.4,1.79,night,0.6,US_West
j_000431,147029.6,3.3,US_Central,5,2.6,10.84,day,0.6,US_West
j_000753,147239.9,9.3,US_East,4,22.4,11.9,day,0.6,US_East
j_000769,147646.2,25.1,US_East,4,31.9,12.01,day,0.6,US_East
j_000406,147668.8,7.1,US_Central,5,4.5,11.02,day,0.6,US_Central
j_000083,147998.1,2.1,US_West,5,3.9,9.11,day,0.6,US_West
j_000754,148154.1,19.3,US_East,4,22.2,12.15,day,0.6,US_East
j_001808,148239.6,6508.2,Korea,1,59591.1,2.18,night,0.6,Korea
j_002183,148444.3,2350.4,India,1,63369.2,22.73,night,0.6,France
j_000050,148548.0,1881.3,US_West,1,65226.8,9.26,day,0.6,US_West
j_000787,148563.6,139.8,US_East,3,321.4,12.27,day,0.6,France
j_002197,149400.4,7.6,India,5,3.8,23.0,night,0.6,France
j_002541,149525.7,6922.5,Japan,1,70271.1,2.53,night,0.6,US_West
j_002163,149828.4,4.6,India,5,2.7,23.12,night,0.6,France
j_000094,149932.3,21.8,US_West,4,26.8,9.65,day,0.6,US_West
j_001143,150070.1,23.0,France,4,39.4,18.69,day,0.6,France
j_002528,150479.0,141.9,Japan,3,535.9,2.8,night,0.6,Japan
j_000409,150513.3,5.4,US_Central,5,1.4,11.81,day,0.6,US_Central
j_002174,150928.2,108.8,India,4,45.8,23.42,night,0.6,France
j_000415,151462.6,4.5,US_Central,5,2.7,12.07,day,0.6,US_West
j_000784,151477.3,9626.2,US_East,1,54061.6,13.08,day,0.6,US_East
j_000795,151480.4,1.5,US_East,5,4.6,13.08,day,0.6,US_East
j_001805,151531.6,1670.7,Korea,2,28702.1,3.09,night,0.6,Korea
j_000095,151609.4,38.3,US_West,4,39.7,10.11,day,0.6,US_West
j_002150,151670.6,3596.0,India,1,71020.6,23.63,night,0.6,France
j_000773,152128.8,1.2,US_East,5,2.8,13.26,day,0.6,US_East
j_002515,152349.2,679.3,Japan,2,11384.6,3.32,night,0.6,US_West
j_000792,152444.0,141.1,US_East,3,146.5,13.35,day,0.6,US_East
j_000442,152476.4,3.1,US_Central,5,2.4,12.35,day,0.6,US_Central
j_001837,152678.9,2137.3,Korea,1,53631.4,3.41,night,0.6,Korea
j_002180,152733.4,2.6,India,5,1.7,23.93,night,0.6,France
j_002194,152881.7,6284.4,India,2,18756.8,23.97,night,0.6,France
j_002531,153243.2,6.5,Japan,5,1.1,3.57,night,0.6,US_West
j_001488,153792.2,1556.3,Germany,2,26868.5,19.72,day,0.6,France
j_001841,154024.2,64.0,Korea,4,16.5,3.78,night,0.6,Korea
j_000766,154089.4,4.2,US_East,5,3.1,13.8,day,0.6,US_East
j_002179,154188.2,4743.0,India,1,84277.5,0.33,night,0.6,France
j_002156,154305.5,32.5,India,4,53.9,0.36,night,0.6,France
j_000427,154497.4,34.3,US_Central,4,24.4,12.92,day,0.6,US_Central
j_000788,154689.3,4.1,US_East,5,2.5,13.97,day,0.6,US_East
j_000068,154751.7,6.0,US_West,5,2.5,10.99,day,0.6,US_West
j_000441,155197.5,5.5,US_Central,5,1.4,13.11,day,0.6,US_East
j_000760,155251.2,1.6,US_East,5,1.4,14.13,day,0.6,US_East
j_001138,155342.1,1334.8,France,2,17135.6,20.15,night,0.6,France
j_000417,155410.2,2.3,US_Central,5,1.8,13.17,day,0.6,US_East
j_000070,155616.1,45.4,US_West,4,17.6,11.23,day,0.6,US_West
j_000412,155904.4,73.3,US_Central,3,127.8,13.31,day,0.6,US_East
j_000053,156002.5,6.6,US_West,5,3.0,11.33,day,0.6,US_West
j_001135,156297.0,10065.1,France,1,86132.5,20.42,night,0.6,France
